artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Nena,99 Luftballons,0.575,0.555,4.0,-7.495,1.0,0.0453,0.103,1.3e-06,0.111,0.504,95.361,audio_features,4ZhPLoMzZwewHLLjV1J15c,spotify:track:4ZhPLoMzZwewHLLjV1J15c,https://api.spotify.com/v1/tracks/4ZhPLoMzZwewHLLjV1J15c,https://api.spotify.com/v1/audio-analysis/4ZhPLoMzZwewHLLjV1J15c,232467.0,4.0
New Edition,If It Isn't Love,0.588,0.856,5.0,-12.418,0.0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,audio_features,7JmPqImeW3kLoYVNBA9v11,spotify:track:7JmPqImeW3kLoYVNBA9v11,https://api.spotify.com/v1/tracks/7JmPqImeW3kLoYVNBA9v11,https://api.spotify.com/v1/audio-analysis/7JmPqImeW3kLoYVNBA9v11,309840.0,4.0
New Radicals,You Get What You Give,0.621,0.901,2.0,-5.396,1.0,0.0302,0.17,0.0,0.0875,0.744,113.967,audio_features,1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF,300773.0,4.0
Nicolette Larson,Lotta Love,0.646,0.406,5.0,-15.616,0.0,0.0264,0.159,0.00114,0.27,0.895,113.708,audio_features,2bS2tETCzUmjALnXEvhOGo,spotify:track:2bS2tETCzUmjALnXEvhOGo,https://api.spotify.com/v1/tracks/2bS2tETCzUmjALnXEvhOGo,https://api.spotify.com/v1/audio-analysis/2bS2tETCzUmjALnXEvhOGo,191773.0,4.0
Niels Geusebroek,Leave a Little Love Behind,0.573,0.447,5.0,-8.38,1.0,0.0256,0.232,8.69e-05,0.0807,0.428,84.994,audio_features,3Ne9R7JkXR0khqMomLIZ2S,spotify:track:3Ne9R7JkXR0khqMomLIZ2S,https://api.spotify.com/v1/tracks/3Ne9R7JkXR0khqMomLIZ2S,https://api.spotify.com/v1/audio-analysis/3Ne9R7JkXR0khqMomLIZ2S,234932.0,4.0
Nolwenn Leroy,Tri Martolod,0.538,0.631,7.0,-6.586,1.0,0.029,0.0053,0.0,0.305,0.378,94.047,audio_features,6TJQ2AGz123JCzRmiOQwUs,spotify:track:6TJQ2AGz123JCzRmiOQwUs,https://api.spotify.com/v1/tracks/6TJQ2AGz123JCzRmiOQwUs,https://api.spotify.com/v1/audio-analysis/6TJQ2AGz123JCzRmiOQwUs,191573.0,4.0
Nuova Compagnia Di Canto Popolare,Accussi,0.698,0.703,11.0,-5.686,0.0,0.0327,0.397,0.0,0.103,0.606,115.064,audio_features,6Fzz6M0FXuruU96141Dnj3,spotify:track:6Fzz6M0FXuruU96141Dnj3,https://api.spotify.com/v1/tracks/6Fzz6M0FXuruU96141Dnj3,https://api.spotify.com/v1/audio-analysis/6Fzz6M0FXuruU96141Dnj3,271627.0,4.0
Oi Va Voi,Stitches And Runs,0.667,0.602,4.0,-8.867,0.0,0.0373,0.0277,0.0946,0.527,0.699,92.009,audio_features,2cSQO3HUQF2UGJHGPicbpB,spotify:track:2cSQO3HUQF2UGJHGPicbpB,https://api.spotify.com/v1/tracks/2cSQO3HUQF2UGJHGPicbpB,https://api.spotify.com/v1/audio-analysis/2cSQO3HUQF2UGJHGPicbpB,217733.0,4.0
OK Go,Get Over It,0.566,0.766,2.0,-4.342,1.0,0.0982,0.0015,0.0,0.433,0.55,92.709,audio_features,4sIbM08yGpyjs7dtCKWVDM,spotify:track:4sIbM08yGpyjs7dtCKWVDM,https://api.spotify.com/v1/tracks/4sIbM08yGpyjs7dtCKWVDM,https://api.spotify.com/v1/audio-analysis/4sIbM08yGpyjs7dtCKWVDM,196760.0,4.0
OMC,How Bizarre,0.772,0.705,0.0,-6.255,1.0,0.0411,0.247,0.0,0.23,0.834,124.908,audio_features,46q5BtHso0ECuTKeq70ZhW,spotify:track:46q5BtHso0ECuTKeq70ZhW,https://api.spotify.com/v1/tracks/46q5BtHso0ECuTKeq70ZhW,https://api.spotify.com/v1/audio-analysis/46q5BtHso0ECuTKeq70ZhW,225700.0,4.0
OME,"Girl, You'll Be a Woman Soon",0.522,0.759,5.0,-7.319,1.0,0.0406,0.0697,0.000759,0.22,0.603,114.001,audio_features,41aC9kcSoCSTx2FDks8GDW,spotify:track:41aC9kcSoCSTx2FDks8GDW,https://api.spotify.com/v1/tracks/41aC9kcSoCSTx2FDks8GDW,https://api.spotify.com/v1/audio-analysis/41aC9kcSoCSTx2FDks8GDW,188420.0,4.0
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,0.782,0.685,4.0,-6.237,1.0,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566.0,4.0
OPM,Heaven Is a Halfpipe (If I Die),0.743,0.894,8.0,-6.886,1.0,0.0349,0.0755,0.00283,0.367,0.77,95.9,audio_features,1Sm3U3B5XoidYQEZQZrh3i,spotify:track:1Sm3U3B5XoidYQEZQZrh3i,https://api.spotify.com/v1/tracks/1Sm3U3B5XoidYQEZQZrh3i,https://api.spotify.com/v1/audio-analysis/1Sm3U3B5XoidYQEZQZrh3i,257427.0,4.0
Opus,Live Is Life - Live,0.633,0.816,9.0,-11.223,0.0,0.0408,0.199,4.86e-06,0.988,0.606,93.85,audio_features,7hkOgKKybgawYUcrkZD3wV,spotify:track:7hkOgKKybgawYUcrkZD3wV,https://api.spotify.com/v1/tracks/7hkOgKKybgawYUcrkZD3wV,https://api.spotify.com/v1/audio-analysis/7hkOgKKybgawYUcrkZD3wV,254600.0,4.0
Orchestral Manoeuvres In The Dark,Enola Gay,0.567,0.555,2.0,-14.135,0.0,0.0327,0.00576,0.027,0.0683,0.958,143.093,audio_features,7bJSbd2Upa4iYVHlbRKEJm,spotify:track:7bJSbd2Upa4iYVHlbRKEJm,https://api.spotify.com/v1/tracks/7bJSbd2Upa4iYVHlbRKEJm,https://api.spotify.com/v1/audio-analysis/7bJSbd2Upa4iYVHlbRKEJm,212400.0,4.0
Patrice Rushen,Forget Me Nots,0.912,0.534,6.0,-5.319,0.0,0.0366,0.139,0.102,0.0387,0.963,114.681,audio_features,7vuSGejUXpD365Nl9tyehq,spotify:track:7vuSGejUXpD365Nl9tyehq,https://api.spotify.com/v1/tracks/7vuSGejUXpD365Nl9tyehq,https://api.spotify.com/v1/audio-analysis/7vuSGejUXpD365Nl9tyehq,275813.0,4.0
Patrick Bruel,Place des grands hommes,0.643,0.765,9.0,-7.385,1.0,0.0317,0.345,1.54e-06,0.126,0.602,130.582,audio_features,20RHWjtCLr7ODGQEItdZXg,spotify:track:20RHWjtCLr7ODGQEItdZXg,https://api.spotify.com/v1/tracks/20RHWjtCLr7ODGQEItdZXg,https://api.spotify.com/v1/audio-analysis/20RHWjtCLr7ODGQEItdZXg,268747.0,4.0
Patrick Street,Music For A Found Harmonium,0.618,0.519,2.0,-12.72,1.0,0.0422,0.791,0.963,0.114,0.863,113.728,audio_features,5vKaYFrSdHcFYsSz9gaDQg,spotify:track:5vKaYFrSdHcFYsSz9gaDQg,https://api.spotify.com/v1/tracks/5vKaYFrSdHcFYsSz9gaDQg,https://api.spotify.com/v1/audio-analysis/5vKaYFrSdHcFYsSz9gaDQg,163573.0,4.0
Patti LaBelle,Lady Marmalade,0.571,0.654,2.0,-11.034,0.0,0.0501,0.551,0.0,0.0599,0.947,117.955,audio_features,3GGcwG519BTMdvMeFy7meT,spotify:track:3GGcwG519BTMdvMeFy7meT,https://api.spotify.com/v1/tracks/3GGcwG519BTMdvMeFy7meT,https://api.spotify.com/v1/audio-analysis/3GGcwG519BTMdvMeFy7meT,235267.0,4.0
Patti Smith,Because the Night,0.466,0.763,11.0,-7.748,0.0,0.0391,0.0542,0.0,0.119,0.473,123.539,audio_features,0lIoY4ZQsdn5QzhraM9o9u,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/tracks/0lIoY4ZQsdn5QzhraM9o9u,https://api.spotify.com/v1/audio-analysis/0lIoY4ZQsdn5QzhraM9o9u,204800.0,4.0
Paul Engemann,"Scarface (Push It To The Limit) - From ""Scarface"" Soundtrack",0.546,0.745,8.0,-7.292,1.0,0.0306,7.44e-05,0.0295,0.15,0.672,156.267,audio_features,0aCDlbhpppfgsoRywHVgGW,spotify:track:0aCDlbhpppfgsoRywHVgGW,https://api.spotify.com/v1/tracks/0aCDlbhpppfgsoRywHVgGW,https://api.spotify.com/v1/audio-analysis/0aCDlbhpppfgsoRywHVgGW,191427.0,4.0
Peter Allen,I Go To Rio,0.593,0.765,5.0,-5.696,1.0,0.0385,0.503,3.91e-06,0.667,0.801,121.844,audio_features,4w6yOgvvdY3tcG3tlOV4lG,spotify:track:4w6yOgvvdY3tcG3tlOV4lG,https://api.spotify.com/v1/tracks/4w6yOgvvdY3tcG3tlOV4lG,https://api.spotify.com/v1/audio-analysis/4w6yOgvvdY3tcG3tlOV4lG,202427.0,4.0
Peter Frampton,"Baby, I Love Your Way - Live In The United States/1976",0.527,0.58,7.0,-9.329,1.0,0.034,0.528,4.34e-05,0.754,0.416,72.377,audio_features,6dhahz0MBnj2Ypf0qYYY9j,spotify:track:6dhahz0MBnj2Ypf0qYYY9j,https://api.spotify.com/v1/tracks/6dhahz0MBnj2Ypf0qYYY9j,https://api.spotify.com/v1/audio-analysis/6dhahz0MBnj2Ypf0qYYY9j,277493.0,4.0
Peter Gabriel,Sledgehammer,0.657,0.685,1.0,-5.203,1.0,0.0334,0.0246,0.0,0.037,0.424,96.458,audio_features,029NqmIySn1kOY305AAhxT,spotify:track:029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/tracks/029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/audio-analysis/029NqmIySn1kOY305AAhxT,313533.0,4.0
Pete Townshend,Save It For Later - Live,0.638,0.208,2.0,-19.716,1.0,0.0331,0.737,6.32e-05,0.876,0.612,130.225,audio_features,2nFT5Q0i5j0CyGtbmW5h1x,spotify:track:2nFT5Q0i5j0CyGtbmW5h1x,https://api.spotify.com/v1/tracks/2nFT5Q0i5j0CyGtbmW5h1x,https://api.spotify.com/v1/audio-analysis/2nFT5Q0i5j0CyGtbmW5h1x,254093.0,4.0
Phil Oakey,"Together In Electric Dreams - Remastered / From ""Electric Dreams"" Original Motion Picture Soundtrack",0.705,0.524,3.0,-14.051,1.0,0.026,0.236,1.3e-05,0.0767,0.798,129.847,audio_features,0Ytxje4D5iXTHN3MOCC5jS,spotify:track:0Ytxje4D5iXTHN3MOCC5jS,https://api.spotify.com/v1/tracks/0Ytxje4D5iXTHN3MOCC5jS,https://api.spotify.com/v1/audio-analysis/0Ytxje4D5iXTHN3MOCC5jS,232667.0,4.0
Pilot,Magic - 2003 Remaster,0.395,0.566,9.0,-7.379,0.0,0.0387,0.23,0.0,0.2,0.757,203.337,audio_features,2TSd55BFGI75LVW00mm3c2,spotify:track:2TSd55BFGI75LVW00mm3c2,https://api.spotify.com/v1/tracks/2TSd55BFGI75LVW00mm3c2,https://api.spotify.com/v1/audio-analysis/2TSd55BFGI75LVW00mm3c2,186733.0,4.0
Plan B,She Said,0.72,0.538,3.0,-5.85,0.0,0.141,0.301,3.03e-06,0.144,0.815,147.007,audio_features,5kVU4z9zL3M7w7EVhBBbEF,spotify:track:5kVU4z9zL3M7w7EVhBBbEF,https://api.spotify.com/v1/tracks/5kVU4z9zL3M7w7EVhBBbEF,https://api.spotify.com/v1/audio-analysis/5kVU4z9zL3M7w7EVhBBbEF,208853.0,4.0
Portrait,Here We Go Again! - Radio Edit,0.771,0.745,11.0,-10.217,0.0,0.0904,0.0256,0.000374,0.107,0.599,106.709,audio_features,5rIr1MOh4cWwpdln1QqTPS,spotify:track:5rIr1MOh4cWwpdln1QqTPS,https://api.spotify.com/v1/tracks/5rIr1MOh4cWwpdln1QqTPS,https://api.spotify.com/v1/audio-analysis/5rIr1MOh4cWwpdln1QqTPS,235200.0,4.0
Prefab Sprout,The King of Rock 'N' Roll,0.821,0.666,5.0,-9.067,0.0,0.0434,0.3,1.07e-06,0.0753,0.907,130.098,audio_features,5XWJYBQqDNJKVyAkRTKJt5,spotify:track:5XWJYBQqDNJKVyAkRTKJt5,https://api.spotify.com/v1/tracks/5XWJYBQqDNJKVyAkRTKJt5,https://api.spotify.com/v1/audio-analysis/5XWJYBQqDNJKVyAkRTKJt5,262133.0,4.0
Pretenders,Middle of the Road - 2007 Remaster,0.488,0.959,9.0,-5.575,1.0,0.0758,0.00333,0.0767,0.025,0.67,166.799,audio_features,1YhyOTcVjHe73cm6tYrHkA,spotify:track:1YhyOTcVjHe73cm6tYrHkA,https://api.spotify.com/v1/tracks/1YhyOTcVjHe73cm6tYrHkA,https://api.spotify.com/v1/audio-analysis/1YhyOTcVjHe73cm6tYrHkA,254293.0,4.0
Pritam,Radha,0.693,0.896,7.0,-4.114,1.0,0.0682,0.31,0.0,0.195,0.854,126.995,audio_features,5yYgGkyYJmmSwRp3caFplJ,spotify:track:5yYgGkyYJmmSwRp3caFplJ,https://api.spotify.com/v1/tracks/5yYgGkyYJmmSwRp3caFplJ,https://api.spotify.com/v1/audio-analysis/5yYgGkyYJmmSwRp3caFplJ,301889.0,4.0
Pure Prairie League,Amie,0.553,0.449,9.0,-11.722,1.0,0.0292,0.567,0.0,0.0892,0.423,88.788,audio_features,1mqydO6xMtyTPa8yo1SdVr,spotify:track:1mqydO6xMtyTPa8yo1SdVr,https://api.spotify.com/v1/tracks/1mqydO6xMtyTPa8yo1SdVr,https://api.spotify.com/v1/audio-analysis/1mqydO6xMtyTPa8yo1SdVr,260933.0,4.0
Quantic,Mi Swing Es Tropical (feat. Tempo & The Candela Allstars),0.826,0.878,6.0,-9.242,1.0,0.0838,0.0143,0.000129,0.332,0.976,100.022,audio_features,78ZV8UGEVgtJzLS4kBOIHs,spotify:track:78ZV8UGEVgtJzLS4kBOIHs,https://api.spotify.com/v1/tracks/78ZV8UGEVgtJzLS4kBOIHs,https://api.spotify.com/v1/audio-analysis/78ZV8UGEVgtJzLS4kBOIHs,237827.0,4.0
Quarterflash,Harden My Heart,0.513,0.717,11.0,-5.382,0.0,0.0619,0.0878,0.0,0.105,0.457,123.419,audio_features,0qa47H0UtlOFq9TLSVrv9R,spotify:track:0qa47H0UtlOFq9TLSVrv9R,https://api.spotify.com/v1/tracks/0qa47H0UtlOFq9TLSVrv9R,https://api.spotify.com/v1/audio-analysis/0qa47H0UtlOFq9TLSVrv9R,232533.0,4.0
Raf,Ti pretendo,0.669,0.881,4.0,-7.456,1.0,0.029,0.372,0.000132,0.0804,0.96,111.33,audio_features,1DpIuq4OrlhmN5BQFAQvwh,spotify:track:1DpIuq4OrlhmN5BQFAQvwh,https://api.spotify.com/v1/tracks/1DpIuq4OrlhmN5BQFAQvwh,https://api.spotify.com/v1/audio-analysis/1DpIuq4OrlhmN5BQFAQvwh,265933.0,4.0
Railroad Earth,Mighty River,0.556,0.803,2.0,-4.586,1.0,0.0262,0.287,0.00017,0.257,0.759,95.663,audio_features,2pWLzxRYMR53uC95fRzJbe,spotify:track:2pWLzxRYMR53uC95fRzJbe,https://api.spotify.com/v1/tracks/2pWLzxRYMR53uC95fRzJbe,https://api.spotify.com/v1/audio-analysis/2pWLzxRYMR53uC95fRzJbe,328627.0,4.0
Randy Crawford,Street Life,0.658,0.756,10.0,-8.751,0.0,0.0456,0.0904,0.00747,0.188,0.811,107.415,audio_features,4CWUGKyUi4aJOq7tF6HAIF,spotify:track:4CWUGKyUi4aJOq7tF6HAIF,https://api.spotify.com/v1/tracks/4CWUGKyUi4aJOq7tF6HAIF,https://api.spotify.com/v1/audio-analysis/4CWUGKyUi4aJOq7tF6HAIF,256613.0,4.0
The Rasmus,In the Shadows,0.6,0.796,2.0,-4.481,1.0,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,audio_features,1fr92Vupmcs2vgLMFVQ7rd,spotify:track:1fr92Vupmcs2vgLMFVQ7rd,https://api.spotify.com/v1/tracks/1fr92Vupmcs2vgLMFVQ7rd,https://api.spotify.com/v1/audio-analysis/1fr92Vupmcs2vgLMFVQ7rd,257920.0,4.0
Ray Parker Jr.,Ghostbusters,0.788,0.846,4.0,-5.017,1.0,0.0372,0.0103,0.000281,0.26,0.738,115.636,audio_features,3m0y8qLoznUYi73SUBP8GI,spotify:track:3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/tracks/3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/audio-analysis/3m0y8qLoznUYi73SUBP8GI,245253.0,4.0
Real Life,Catch Me I'm Falling,0.574,0.803,10.0,-6.866,1.0,0.052,0.000176,0.0456,0.246,0.771,84.791,audio_features,3Guz2ytmxqThnnJGHwXviA,spotify:track:3Guz2ytmxqThnnJGHwXviA,https://api.spotify.com/v1/tracks/3Guz2ytmxqThnnJGHwXviA,https://api.spotify.com/v1/audio-analysis/3Guz2ytmxqThnnJGHwXviA,245467.0,4.0
Renato Zero,Triangolo,0.623,0.673,11.0,-9.995,0.0,0.0447,0.071,0.000273,0.127,0.672,137.749,audio_features,7GTeLC0Luk2RgtFE6CpYSo,spotify:track:7GTeLC0Luk2RgtFE6CpYSo,https://api.spotify.com/v1/tracks/7GTeLC0Luk2RgtFE6CpYSo,https://api.spotify.com/v1/audio-analysis/7GTeLC0Luk2RgtFE6CpYSo,277173.0,4.0
Ricchi E Poveri,Sarà perché ti amo,0.891,0.707,4.0,-8.586,1.0,0.0443,0.308,1.05e-06,0.188,0.97,120.69,audio_features,6FofVmsYAs2FNeOdzQJnnW,spotify:track:6FofVmsYAs2FNeOdzQJnnW,https://api.spotify.com/v1/tracks/6FofVmsYAs2FNeOdzQJnnW,https://api.spotify.com/v1/audio-analysis/6FofVmsYAs2FNeOdzQJnnW,183493.0,4.0
Rich Brian,Kids,0.635,0.694,1.0,-3.549,1.0,0.159,0.0596,0.0,0.141,0.398,85.809,audio_features,2S9r3he7RP6j6ptiQGVW6Y,spotify:track:2S9r3he7RP6j6ptiQGVW6Y,https://api.spotify.com/v1/tracks/2S9r3he7RP6j6ptiQGVW6Y,https://api.spotify.com/v1/audio-analysis/2S9r3he7RP6j6ptiQGVW6Y,270131.0,4.0
Rick Springfield,Jessie's Girl,0.717,0.588,2.0,-13.953,1.0,0.0535,0.331,0.0,0.102,0.852,131.537,audio_features,2F1fnE1a8zQCogM6jJifHH,spotify:track:2F1fnE1a8zQCogM6jJifHH,https://api.spotify.com/v1/tracks/2F1fnE1a8zQCogM6jJifHH,https://api.spotify.com/v1/audio-analysis/2F1fnE1a8zQCogM6jJifHH,194267.0,4.0
Righeira,No tengo dinero,0.8,0.806,0.0,-9.597,0.0,0.0283,0.115,0.0428,0.0626,0.956,128.417,audio_features,0TvVLMp0xt1CbXndXHilcg,spotify:track:0TvVLMp0xt1CbXndXHilcg,https://api.spotify.com/v1/tracks/0TvVLMp0xt1CbXndXHilcg,https://api.spotify.com/v1/audio-analysis/0TvVLMp0xt1CbXndXHilcg,244067.0,4.0
The Riverdance Orchestra,Riverdance Remix,0.378,0.857,4.0,-9.843,0.0,0.0512,0.121,0.392,0.488,0.201,119.708,audio_features,4M06Sklrbyti0DwHG3wwUm,spotify:track:4M06Sklrbyti0DwHG3wwUm,https://api.spotify.com/v1/tracks/4M06Sklrbyti0DwHG3wwUm,https://api.spotify.com/v1/audio-analysis/4M06Sklrbyti0DwHG3wwUm,227160.0,4.0
Roachford,Cuddly Toy,0.663,0.798,10.0,-10.879,0.0,0.0451,0.0971,0.0,0.277,0.733,125.598,audio_features,7D88UPDgOxn32w8gqBcCWv,spotify:track:7D88UPDgOxn32w8gqBcCWv,https://api.spotify.com/v1/tracks/7D88UPDgOxn32w8gqBcCWv,https://api.spotify.com/v1/audio-analysis/7D88UPDgOxn32w8gqBcCWv,228467.0,4.0
Robbie Nevil,C'est La Vie,0.726,0.809,7.0,-12.356,1.0,0.0541,0.559,0.00029,0.845,0.552,102.123,audio_features,7nx6bmfojpAW4SCwoZM13B,spotify:track:7nx6bmfojpAW4SCwoZM13B,https://api.spotify.com/v1/tracks/7nx6bmfojpAW4SCwoZM13B,https://api.spotify.com/v1/audio-analysis/7nx6bmfojpAW4SCwoZM13B,270307.0,4.0
Robert Earl Keen,Feelin' Good Again,0.57,0.408,7.0,-12.572,1.0,0.036,0.796,2.61e-05,0.108,0.495,110.08,audio_features,4NpYrBb5iuDqW1S5qrU3b6,spotify:track:4NpYrBb5iuDqW1S5qrU3b6,https://api.spotify.com/v1/tracks/4NpYrBb5iuDqW1S5qrU3b6,https://api.spotify.com/v1/audio-analysis/4NpYrBb5iuDqW1S5qrU3b6,196867.0,4.0
Roberto Murolo,L'italia E Bbella,0.609,0.67,9.0,-6.199,0.0,0.0301,0.528,2.96e-06,0.0573,0.711,115.862,audio_features,2b3YWIkQhDrbpCPGxFKG3D,spotify:track:2b3YWIkQhDrbpCPGxFKG3D,https://api.spotify.com/v1/tracks/2b3YWIkQhDrbpCPGxFKG3D,https://api.spotify.com/v1/audio-analysis/2b3YWIkQhDrbpCPGxFKG3D,216560.0,4.0
Rockwell,Somebody's Watching Me - Single Version,0.767,0.712,1.0,-4.128,0.0,0.0324,0.0409,8.08e-05,0.132,0.804,124.092,audio_features,6A4Jc8npNo79BOgsrPptLA,spotify:track:6A4Jc8npNo79BOgsrPptLA,https://api.spotify.com/v1/tracks/6A4Jc8npNo79BOgsrPptLA,https://api.spotify.com/v1/audio-analysis/6A4Jc8npNo79BOgsrPptLA,237760.0,4.0
Rodolfo Aicardi,La Colegiala,0.445,0.581,5.0,-6.58,1.0,0.0486,0.203,0.0135,0.214,0.965,204.474,audio_features,7rDIiNyDgqUb6WQOgskiiF,spotify:track:7rDIiNyDgqUb6WQOgskiiF,https://api.spotify.com/v1/tracks/7rDIiNyDgqUb6WQOgskiiF,https://api.spotify.com/v1/audio-analysis/7rDIiNyDgqUb6WQOgskiiF,221440.0,4.0
Roger Glover,Love is All,0.601,0.613,7.0,-9.435,1.0,0.034,0.357,0.0,0.274,0.778,111.795,audio_features,6PTPg7Ols3MZl3CQ8KgaSU,spotify:track:6PTPg7Ols3MZl3CQ8KgaSU,https://api.spotify.com/v1/tracks/6PTPg7Ols3MZl3CQ8KgaSU,https://api.spotify.com/v1/audio-analysis/6PTPg7Ols3MZl3CQ8KgaSU,194520.0,4.0
Roger Martin,Waterfalls,0.581,0.779,11.0,-6.178,0.0,0.0626,0.0925,0.000196,0.23,0.172,118.028,audio_features,1CtQClLffhYcQKRIAtM0qm,spotify:track:1CtQClLffhYcQKRIAtM0qm,https://api.spotify.com/v1/tracks/1CtQClLffhYcQKRIAtM0qm,https://api.spotify.com/v1/audio-analysis/1CtQClLffhYcQKRIAtM0qm,204998.0,4.0
Roope Salminen & Koirat,Pidä pää ylhääl (feat. Reeta),0.655,0.655,11.0,-4.94,0.0,0.0698,0.179,0.0,0.304,0.587,78.036,audio_features,5MbDEe6OHY5vhdpOnLUF9P,spotify:track:5MbDEe6OHY5vhdpOnLUF9P,https://api.spotify.com/v1/tracks/5MbDEe6OHY5vhdpOnLUF9P,https://api.spotify.com/v1/audio-analysis/5MbDEe6OHY5vhdpOnLUF9P,229754.0,4.0
Rose Royce,Car Wash - Long Version,0.649,0.443,9.0,-15.71,0.0,0.116,0.194,5.82e-05,0.0514,0.798,117.67,audio_features,07RgAeKIlahtqeCw25SkTu,spotify:track:07RgAeKIlahtqeCw25SkTu,https://api.spotify.com/v1/tracks/07RgAeKIlahtqeCw25SkTu,https://api.spotify.com/v1/audio-analysis/07RgAeKIlahtqeCw25SkTu,308000.0,4.0
Royal Crown Revue,Hey Pachuco!,0.6,0.791,7.0,-6.484,0.0,0.0622,0.0246,0.0996,0.0796,0.317,137.588,audio_features,1z1m5WqzxzjRy4VGJMK2ft,spotify:track:1z1m5WqzxzjRy4VGJMK2ft,https://api.spotify.com/v1/tracks/1z1m5WqzxzjRy4VGJMK2ft,https://api.spotify.com/v1/audio-analysis/1z1m5WqzxzjRy4VGJMK2ft,214107.0,4.0
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0.0,-4.057,1.0,0.0474,0.194,0.0,0.165,0.55,92.213,audio_features,5CLGzJsGqhCEECcpnFQA8x,spotify:track:5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x,210773.0,4.0
Rusted Root,Send Me on My Way,0.5,0.681,0.0,-9.556,1.0,0.0672,0.114,4.01e-05,0.139,0.745,119.46,audio_features,6hs3SDnbO3f6VQuPO4KBEb,spotify:track:6hs3SDnbO3f6VQuPO4KBEb,https://api.spotify.com/v1/tracks/6hs3SDnbO3f6VQuPO4KBEb,https://api.spotify.com/v1/audio-analysis/6hs3SDnbO3f6VQuPO4KBEb,263333.0,4.0
Sabrina,Boys - Summertime Love,0.835,0.679,5.0,-10.539,0.0,0.0322,0.137,0.476,0.0611,0.936,119.862,audio_features,1uI848raFaNWwe9HjHpjQ5,spotify:track:1uI848raFaNWwe9HjHpjQ5,https://api.spotify.com/v1/tracks/1uI848raFaNWwe9HjHpjQ5,https://api.spotify.com/v1/audio-analysis/1uI848raFaNWwe9HjHpjQ5,234813.0,4.0
Sade,Smooth Operator - Single Version,0.734,0.58,9.0,-6.619,0.0,0.0321,0.238,0.0006,0.0298,0.962,119.336,audio_features,3XEtw7t4V5sfd2vtkp0ql7,spotify:track:3XEtw7t4V5sfd2vtkp0ql7,https://api.spotify.com/v1/tracks/3XEtw7t4V5sfd2vtkp0ql7,https://api.spotify.com/v1/audio-analysis/3XEtw7t4V5sfd2vtkp0ql7,258693.0,4.0
Saez,Jeune et con,0.393,0.83,4.0,-6.917,0.0,0.0821,0.000996,0.0,0.658,0.267,103.362,audio_features,3IzOCoNmyHDH9PfOImV0Ke,spotify:track:3IzOCoNmyHDH9PfOImV0Ke,https://api.spotify.com/v1/tracks/3IzOCoNmyHDH9PfOImV0Ke,https://api.spotify.com/v1/audio-analysis/3IzOCoNmyHDH9PfOImV0Ke,234973.0,4.0
The Sandpipers,Guantanamera,0.318,0.257,2.0,-15.879,1.0,0.0404,0.82,0.0032,0.106,0.648,205.852,audio_features,6gtg5a7wYlQjy7n593D6dx,spotify:track:6gtg5a7wYlQjy7n593D6dx,https://api.spotify.com/v1/tracks/6gtg5a7wYlQjy7n593D6dx,https://api.spotify.com/v1/audio-analysis/6gtg5a7wYlQjy7n593D6dx,194933.0,4.0
Sanford Townsend Band,Smoke from a Distant Fire,0.592,0.625,9.0,-9.343,1.0,0.0464,0.15,0.000313,0.0804,0.747,136.997,audio_features,62obgbkuUt75nDIiIcLI4T,spotify:track:62obgbkuUt75nDIiIcLI4T,https://api.spotify.com/v1/tracks/62obgbkuUt75nDIiIcLI4T,https://api.spotify.com/v1/audio-analysis/62obgbkuUt75nDIiIcLI4T,213973.0,4.0
